Dane|Nombre|DaneDep|Departamento|Total|SinServicio|SinServicioMicrorredes|SinServicioSolFotovoltaicasIndiv|SinServicioInterconexionSin|ConServicio
76869|Vijes|76|Valle del Cauca|5449,0|410,0||||5039,0
76890|Yotoco|76|Valle del Cauca|6275,0|0,0||||6275,0
76892|Yumbo|76|Valle del Cauca|41726,0|0,0||||41726,0
76895|Zarzal|76|Valle del Cauca|15559,0|1819,0||||13740,0
81001|Arauca|81|Arauca|32731,0|1242,0||||31489,0
81065|Arauquita|81|Arauca|19245,0|2811,0||||16434,0
81220|Cravo Norte|81|Arauca|1786,0|503,0||||1283,0
81300|Fortul|81|Arauca|7516,0|0,0||||7516,0
81591|Puerto Rondón|81|Arauca|2115,0|366,0||||1749,0
81736|Saravena|81|Arauca|24655,0|5950,0||||18705,0
81794|Tame|81|Arauca|18577,0|0,0||||18577,0
85001|Yopal|85|Casanare|70054,0|0,0||||70054,0
85010|Aguazul|85|Casanare|16880,0|3205,0||||13675,0
85015|Chámeza|85|Casanare|1231,0|473,0||||758,0
85125|Hato Corozal|85|Casanare|4728,0|296,0||||4432,0
85136|La Salina|85|Casanare|629,0|279,0||||350,0
85139|Maní|85|Casanare|5989,0|585,0||||5404,0
85162|Monterrey|85|Casanare|8481,0|1809,0||||6672,0
85225|Nunchía|85|Casanare|3226,0|748,0||||2478,0
85230|Orocué|85|Casanare|4251,0|1026,0||||3225,0
85250|Paz de Ariporo|85|Casanare|14150,0|1404,0||||12746,0
85263|Pore|85|Casanare|4323,0|617,0||||3706,0
85279|Recetor|85|Casanare|927,0|500,0||||427,0
85300|Sabanalarga|85|Casanare|1908,0|586,0||||1322,0
85315|Sácama|85|Casanare|875,0|243,0||||632,0
85325|San Luis de Palenque|85|Casanare|3101,0|743,0||||2358,0
85400|Támara|85|Casanare|3485,0|1981,0||||1504,0
85410|Tauramena|85|Casanare|9577,0|1284,0||||8293,0
85430|Trinidad|85|Casanare|4770,0|938,0||||3832,0
85440|Villanueva|85|Casanare|12921,0|0,0||||12921,0
86001|Mocoa|86|Putumayo|21779,0|1467,0||||20312,0
86219|Colón|86|Putumayo|2251,0|321,0||||1930,0
86320|Orito|86|Putumayo|19568,0|6404,0||||13164,0
86568|Puerto Asís|86|Putumayo|26409,0|6898,0||||19511,0
86569|Puerto Caicedo|86|Putumayo|6202,0|1973,0||||4229,0
86571|Puerto Guzmán|86|Putumayo|13857,0|7173,0||||6684,0
86573|Puerto Leguízamo|86|Putumayo|9759,0|2343,0||||7416,0
86749|Sibundoy|86|Putumayo|6060,0|415,0||||5645,0
86755|San Francisco|86|Putumayo|2300,0|264,0||||2036,0
86757|San Miguel|86|Putumayo|7215,0|1629,0||||5586,0
86760|Santiago|86|Putumayo|3237,0|740,0||||2497,0
86865|Valle del Guamuez|86|Putumayo|14769,0|4120,0||||10649,0
86885|Villagarzón|86|Putumayo|8428,0|0,0||||8428,0
88001|San Andrés|88|San Andrés|21575,0|0,0||||21575,0
88564|Providencia|88|San Andrés|2800,0|0,0||||2800,0
91001|Leticia|91|Amazonas|13927,0|760,0||||13167,0
91263|El Encanto|91|Amazonas|797,0|795,0||||2,0
91405|La Chorrera|91|Amazonas|919,0|874,0||||45,0
91407|La Pedrera|91|Amazonas|922,0|880,0||||42,0
91430|La Victoria|91|Amazonas|185,0|156,0||||29,0
91460|Mirití - Paraná|91|Amazonas|375,0|370,0||||5,0
91530|Puerto Alegría|91|Amazonas|483,0|482,0||||1,0
91536|Puerto Arica|91|Amazonas|360,0|356,0||||4,0
91540|Puerto Nariño|91|Amazonas|2308,0|764,0||||1544,0
91669|Puerto Santander|91|Amazonas|484,0|472,0||||12,0
91798|Tarapacá|91|Amazonas|996,0|970,0||||26,0
94001|Inírida|94|Guainía|10302,0|999,0||||9303,0
94343|Barrancominas|94|Guainía|1081,0|217,0||||864,0
94663|Mapiripana|94|Guainía|563,0|528,0||||35,0
94883|San Felipe|94|Guainía|315,0|236,0||||79,0
94884|Puerto Colombia|94|Guainía|371,0|231,0||||140,0
94885|La Guadalupe|94|Guainía|54,0|0,0||||54,0
94886|Cacahual|94|Guainía|163,0|126,0||||37,0
94887|Pana Pana|94|Guainía|395,0|226,0||||169,0
94888|Morichal|94|Guainía|179,0|129,0||||50,0
95001|San José del Guaviare|95|Guaviare|21378,0|610,0||||20768,0
95015|Calamar|95|Guaviare|3876,0|1787,0||||2089,0
95025|El Retorno|95|Guaviare|4946,0|839,0||||4107,0
95200|Miraflores|95|Guaviare|3068,0|1208,0||||1860,0
97001|Mitú|97|Vaupés|7323,0|0,0||||7323,0
97161|Carurú|97|Vaupés|954,0|319,0||||635,0
97511|Pacoa|97|Vaupés|909,0|909,0||||0,0
97666|Taraira|97|Vaupés|540,0|166,0||||374,0
97777|Papunahua|97|Vaupés|217,0|160,0||||57,0
97889|Yavaraté|97|Vaupés|186,0|186,0||||0,0
99001|Puerto Carreño|99|Vichada|7861,0|263,0||||7598,0
99524|La Primavera|99|Vichada|3804,0|0,0||||3804,0
99624|Santa Rosalía|99|Vichada|1429,0|459,0||||970,0
99773|Cumaribo|99|Vichada|20297,0|16811,0||||3486,0
